,X,landcover_map_year,treatment,Lat_long,crop_type,mean_yield_control_kgha,mean_yield_treatment_kgha,yield_SD_control,yield_SD_treatment,replicates_control_summed,replicates_treatment_summed,n_aggregated,ma_id,measurement_id,study_id,control_id,author_year,title,study_pubyear,harvest_year,region,country,yield_unit,soil_type,temperature,precipitation,climate_zone,LRR,LRR_vi,reference,longitude_decimal,latitude_decimal,country_new,crop_type_grouped_small,crop_type_grouped_big,publication_to_harvest_year_difference,harvest_year_by_median,nat.hab.1000,nat.hab.2500,nat.hab.5000,nat.hab.edgelength.1000,nat.hab.edgelength.2500,nat.hab.edgelength.5000,nat.hab.peri.area.ratio.1000,nat.hab.peri.area.ratio.2500,nat.hab.peri.area.ratio.5000,nat.hab.wo.grass.1000,nat.hab.wo.grass.2500,nat.hab.wo.grass.5000,nat.hab.wo.grass.edgelength.1000,nat.hab.wo.grass.edgelength.2500,nat.hab.wo.grass.edgelength.5000,nat.hab.wo.grass.peri.area.ratio.1000,nat.hab.wo.grass.peri.area.ratio.2500,nat.hab.wo.grass.peri.area.ratio.5000,cropland.1000,cropland.2500,cropland.5000,crop.peri.area.ratio.1000,crop.peri.area.ratio.2500,crop.peri.area.ratio.5000,crop.edgelength.1000,crop.edgelength.2500,crop.edgelength.5000,inert.1000,inert.2500,inert.5000,inert.edgelength.1000,inert.edgelength.2500,inert.edgelength.5000,inert.peri.area.ratio.1000,inert.peri.area.ratio.2500,inert.peri.area.ratio.5000,shannon.1000,shannon.2500,shannon.5000,simpsonsevenness.1000,simpsonsevenness.2500,simpsonsevenness.5000,SR,temp_avg_1970-2000,prec_avg_1970-2000
1128,1128,2009,Slow-release fertilizer,29.8489448106.4477777,Rice,62510,76810,NA,NA,1,1,1,D309,7443,130,1,Su  et al. (2016),,2016,NA,Zhongqing,China,kg/hm-2,,,,,NA,NA,,106.4477777,29.8489448,China,Rice,Grains,NA,2009,0.012039248,0.190007909,0.300050532,182245.5732,2028862.35,12081326.19,4.882428523,0.551031675,0.519463379,0.011788344,0.189232895,0.298835945,177796.096,1972542.665,11750800.98,4.86460612,0.537929589,0.507305257,0.727209688,0.602091025,0.538323484,0.657330086,0.505377031,0.491214377,1482057.036,5896332.868,20496498.22,0.260751064,0.207901066,0.161625984,1729808.339,6325879.347,17996903.33,2.139686497,1.570217632,1.436551921,0.531039909,1.180782357,1.297721709,1.374926503,2.134840211,2.62556353,347.9799429,17.67764588,94
1129,1129,2009,Slow-release fertilizer,29.8766715106.3651631,Rice,88583.33333,94656.66667,NA,NA,3,3,3,D309,7430,113,1,Qi  et al. (2016),,2016,NA,Zhongqing,China,kg/hm-2,,,,,NA,NA,,106.3651631,29.8766715,China,Rice,Grains,NA,2009,0.014278195,0.073078264,0.353699387,89053.5038,1706462.267,10677919.23,2.01165695,1.205040584,0.38947954,0.014278195,0.072757162,0.353030657,89053.5038,1680805.433,10505344.94,2.01165695,1.192160958,0.383910703,0.92417247,0.843991497,0.578697056,0.19188097,0.261118598,0.310011515,549805.0487,4270538.794,13905825.45,0.061549336,0.08293024,0.067603557,744693.7846,4773662.286,12833688.82,3.902389093,2.970516546,2.449143775,0.54623432,0.801677117,1.324597722,1.395235958,1.564840665,2.742873902,347.9467561,17.67764588,94
1130,1130,2009,Slow-release fertilizer,29.90813848120.5883306,Rice,72840,73800,NA,NA,1,1,1,D309,7204,25,1,Dong  et al. (2016),,2016,NA,Zhejiang,China,kg/hm-2,,,,,NA,NA,,120.5883306,29.90813848,China,Rice,Grains,NA,2009,0.682478483,0.788020985,0.616885557,352329.1794,1556539.104,6960376.687,0.166507148,0.101932505,0.145565242,0.682478483,0.787940726,0.616835401,352329.1794,1548646.773,6937687.663,0.166507148,0.101425993,0.145102535,0.258063977,0.139614497,0.237629084,0.618493444,1.03719077,0.862223819,494867.8663,2806071.38,15881446.75,0.05945754,0.072364518,0.145485359,361526.034,2131051.489,11849482.96,1.9611277,1.519702984,1.050774823,0.763567377,0.627922869,0.889655031,1.756279949,1.413505181,1.869160595,396.917193,16.24454145,108.3333333
1131,1131,2009,Slow-release fertilizer,29.9859931115.6183254,Rice,94760,89220,NA,NA,1,1,1,D309,7163,31,7,Feng  et al. (2016),,2016,NA,Hubei,China,kg/hm-2,,,,,NA,NA,,115.6183254,29.9859931,China,Rice,Grains,NA,2009,0.008391526,0.017146099,0.10458301,133448.3307,879627.8358,6808778.943,5.129075114,2.647385982,0.839906242,0.008391526,0.016825389,0.102902612,133448.3307,843510.8236,6295297.282,5.129075114,2.587075831,0.789246309,0.850422371,0.855118906,0.799099051,0.251766595,0.235577965,0.250569893,663843.8174,3903710.034,15520538.63,0.141186102,0.127734995,0.096317939,795725.5336,3740997.054,13011218.14,1.817766989,1.51133623,1.742743583,0.138763184,0.282838618,0.737955043,1.049345433,1.125096966,1.467557696,343.9768832,17.33179168,117.1666667
1132,1132,2009,Slow-release fertilizer,30.28115747120.5395319,Rice,64920,67750,NA,NA,1,1,1,D309,7460,95,1,Lu  et al. (2016),,2016,NA,Zhejiang,China,kg/hm-2,,,,,NA,NA,,120.5395319,30.28115747,China,Rice,Grains,NA,2009,0.009678604,0.019993664,0.065360115,34734.44324,626167.8387,7981858.252,1.157411708,1.616054152,1.575389053,0.009678604,0.019953697,0.065190222,34734.44324,622820.3237,7929989.996,1.157411708,1.610634337,1.569230701,0.437564274,0.623492932,0.632593625,1.23986881,0.859446401,0.830620829,1682198.909,10384672.07,40731556.82,0.552757122,0.356513404,0.30204626,1016029.537,6473990.658,22492740.1,0.592805508,0.937030552,0.960650741,0.156450814,0.223646216,0.47016431,1.052926714,1.080157229,1.232195543,393.3675839,16.61422304,102.1666667
1133,1133,2009,Slow-release fertilizer,30.28323281120.5455022,Rice,71080,82420,NA,NA,1,1,1,D309,7205,25,2,Dong  et al. (2016),,2016,NA,Zhejiang,China,kg/hm-2,,,,,NA,NA,,120.5455022,30.28323281,China,Rice,Grains,NA,2009,0.009441857,0.039242352,0.072993717,62466.60789,1248229.679,8885958.089,2.133687555,1.641333588,1.570417933,0.009441857,0.039162409,0.072793839,62466.60789,1240463.652,8826953.03,2.133687555,1.634451464,1.564273377,0.496673345,0.606126838,0.643877912,1.081750263,0.856259841,0.787989808,1665933.064,10058001.76,39330336.72,0.493884798,0.354630809,0.283128371,988253.188,6351274.281,22455814.38,0.645331523,0.924148553,1.023156063,0.137256319,0.354487949,0.502996228,1.043404907,1.155375957,1.25555863,393.3675839,16.61422304,102.1666667
1134,1134,2009,Slow-release fertilizer,30.29111.45,Rice,78775,84445,NA,NA,2,2,2,D309,7366,25,1,Dong  et al. (2016),,2016,NA,Hubei,China,kg/hm-2,,,,,NA,NA,,111.45,30.29,China,Rice,Grains,NA,2009,0.381218297,0.359066916,0.29044502,360844.7707,2016604.975,7682652.316,0.305271706,0.289802538,0.341226764,0.381218297,0.358986988,0.290253475,360844.7707,2008663.369,7614640.675,0.305271706,0.288725535,0.338429201,0.60528615,0.620743825,0.652376737,0.202732551,0.233709802,0.292662621,380490.9641,2811464.431,14800278.3,0.013495552,0.020189259,0.057178243,300333.7781,2084810.84,11432611.74,7.177172652,5.328475999,2.579351278,1.210753657,1.205311203,1.201413235,3.165830294,3.117886403,2.995466636,332.4887234,16.28622901,96.08333333
1135,1135,2009,Slow-release fertilizer,30.35425112.158457,Rice,84230,97900,NA,NA,1,1,1,D309,7164,31,8,Feng  et al. (2016),,2016,NA,Hubei,China,kg/hm-2,,,,,NA,NA,,112.158457,30.35425,China,Rice,Grains,NA,2009,0.055101211,0.048532699,0.056615635,379301.5685,2775821.195,9189970.865,2.220025441,2.951264495,2.093957899,0.054153111,0.047294439,0.05590662,365240.6176,2706770.426,9022444.315,2.175154513,2.953197156,2.081858307,0.326983843,0.459556154,0.592872731,1.917560027,1.193166798,0.678477933,1944199.397,10626461.01,31182218.59,0.617914945,0.491911147,0.350511634,1099956.84,6279157.124,21837862.05,0.574091879,0.658666809,0.803707223,0.601201046,0.475912797,0.465386381,1.41457079,1.274757547,1.264424232,295.5528946,16.57722924,88.08333333
1136,1136,2009,Slow-release fertilizer,30.35507891119.9084176,Rice,63540,69285,NA,NA,2,2,2,D309,7215,26,1,Duan  et al. (2016),,2016,NA,Zhejiang,China,kg/hm-2,,,,,NA,NA,,119.9084176,30.35507891,China,Rice,Grains,NA,2009,0.125736727,0.157832154,0.205511784,1435903.677,7949775.886,23598993.51,3.682959535,2.599025198,1.481313084,0.121992172,0.15476775,0.200922725,1378691.947,7709136.173,22443747.27,3.644761089,2.570255732,1.440974902,0.78768637,0.779081965,0.700033026,0.400617604,0.362710735,0.406938717,978474.6271,5476366.09,22082967.54,0.086576903,0.063085881,0.09445519,619632.7961,3346079.304,15828293.01,2.308161218,2.736876156,2.161714639,0.563307499,0.697272792,0.880854869,1.336860244,1.456609109,1.686688563,396.8218713,15.9543124,108.25
1137,1137,2009,Slow-release fertilizer,30.543215103.655303,Rice,80380,84275,NA,NA,2,2,2,D309,7406,95,3,Lu  et al. (2016),,2016,NA,Sichuan,China,kg/hm-2,,,,,NA,NA,,103.655303,30.543215,China,Rice,Grains,NA,2009,0.000249159,0.002710547,0.001415094,2881.956297,170850.0586,379253.0571,3.730156219,3.252314399,3.457141703,0,0.000279062,0.000209279,0,11913.64712,71626.50643,NA,2.202815145,4.414905401,0.788923016,0.906563636,0.91707251,0.231040324,0.178373097,0.16500866,565204.3398,3133959.034,11731054.98,0.210827825,0.090725817,0.081512396,567748.8496,3568627.611,14466698.23,0.868450879,2.029572999,2.289386441,0.235721202,0.304295237,0.289324421,1.132747242,1.182163459,1.173747054,410.1550785,16.6291459,99.33333333
1138,1138,2009,Slow-release fertilizer,30.68054638116.8714503,Rice,75180,90760,NA,NA,1,1,1,D309,7509,179,4,Xu  et al. (2016),,2016,NA,Anhui,China,kg/hm-2,,,,,NA,NA,,116.8714503,30.68054638,China,Rice,Grains,NA,2009,0.021064544,0.194203052,0.198787001,252722.4546,2167882.347,9041879.38,3.868979089,0.575972511,0.58672132,0.020566899,0.189802569,0.195566057,247666.0683,1891721.645,8274457.946,3.883312142,0.514253489,0.54576693,0.795933316,0.712422646,0.733531562,0.42087935,0.324314807,0.252879151,1038794.63,4477982.514,14380390.76,0.183002141,0.093374302,0.067681437,848731.0458,3807692.618,12926224.07,1.495610563,2.104052698,2.463560616,0.55785742,1.024618838,1.025212606,1.386517179,1.960532747,1.98520277,334.4940627,16.55993756,122.8333333
1139,1139,2009,Slow-release fertilizer,30.68843935103.7290718,Rice,70010,70750,NA,NA,2,2,2,D309,7404,95,1,Lu  et al. (2016),,2016,NA,Sichuan,China,kg/hm-2,,,,,NA,NA,,103.7290718,30.68843935,China,Rice,Grains,NA,2009,0.001033199,0.011120611,0.029690527,19740.19574,488777.326,3136113.057,6.161291477,2.267794844,1.362492849,0.000500702,0.006967464,0.016820289,11266.15458,308294.2897,1581603.659,7.256056149,2.283032632,1.212898992,0.862104628,0.853557181,0.798939204,0.238926553,0.321085472,0.347561209,638734.4139,5311680.076,21527054,0.136862173,0.135322208,0.171370269,878919.7306,5736389.124,20116002.81,2.070951178,2.187212077,1.514142123,0.309275625,0.484486237,0.641590068,1.191094915,1.343446568,1.483591457,402.1260264,16.22318749,87.33333333
1140,1140,2009,Slow-release fertilizer,30.73678956117.5672218,Rice,74970,82720,NA,NA,1,1,1,D309,7508,179,3,Xu  et al. (2016),,2016,NA,Anhui,China,kg/hm-2,,,,,NA,NA,,117.5672218,30.73678956,China,Rice,Grains,NA,2009,0.153719632,0.326889478,0.33114666,752048.4092,3416427.922,10197187.68,1.577670774,0.539247752,0.397206308,0.153261109,0.325019455,0.328367481,745321.5656,3307296.871,9553040.946,1.56823681,0.52502604,0.375264602,0.680450935,0.54543915,0.547159726,0.633127617,0.499584711,0.449538181,1335943.687,5281270.646,19068854.44,0.165829433,0.127671372,0.121693614,561909.122,2785802.931,11294626.23,1.092708668,1.125832773,1.197181994,0.686626775,1.161353939,1.331431787,1.488955616,2.364708463,2.671850067,360.7311022,16.50972935,117.1666667
1141,1141,2009,Slow-release fertilizer,31.27686352118.5203578,Rice,87210,88710,NA,NA,1,1,1,D309,7505,157,1,Wang  et al. (2016),,2016,NA,Anhui,China,kg/hm-2,,,,,NA,NA,,118.5203578,31.27686352,China,Rice,Grains,NA,2009,0.029091988,0.042297295,0.11111547,266437.6403,2615447.559,17754079.4,2.953070978,3.190082913,2.060778129,0.027855712,0.041585247,0.10904471,247426.0145,2558227.888,17126627.58,2.86406447,3.173719157,2.025698738,0.874133767,0.860605676,0.788695591,0.307885528,0.332881015,0.376391356,834671.2832,5552961.815,23016614.67,0.096774246,0.097097029,0.100188939,802655.4289,5176043.354,17212579.49,2.674367298,2.750176128,2.215816493,0.217641561,0.275018985,0.580031371,1.082243608,1.115366909,1.319023116,332.4357503,16.07343753,98.16666667
1142,1142,2009,Slow-release fertilizer,32.13466667114.0643333,Rice,84830,89693.33333,NA,NA,3,3,3,D309,7345,34,1,Fu  et al. (2016),,2016,NA,Henan,China,kg/hm-2,,,,,NA,NA,,114.0643333,32.13466667,China,Rice,Grains,NA,2009,0.013622575,0.049093853,0.172620016,67069.22878,1185789.954,10702692.93,1.587221672,1.245865545,0.799524023,0.001714953,0.039322103,0.161964212,6173.666862,729578.1474,8222905.848,1.160551786,0.957030131,0.654690228,0.051660369,0.15167773,0.377821474,3.519458682,2.292225833,1.011443744,563975.0498,6740446.931,29634579.26,0.934717056,0.799228416,0.44955851,695171.3247,3761221.638,17024459.3,0.239764657,0.24274402,0.488333714,0.938885596,1.363002581,1.590435311,2.004875872,2.57486074,3.502921004,236.9163699,15.51431257,90.16666667
1143,1143,2009,Slow-release fertilizer,32.1718702118.6570567,Rice,67230,65570,NA,NA,1,1,1,D309,7369,25,1,Dong  et al. (2016),,2016,NA,Jiangsu,China,kg/hm-2,,,,,NA,NA,,118.6570567,32.1718702,China,Rice,Grains,NA,2009,0.00659223,0.08906165,0.165992653,73182.81896,1743389.675,12604515.17,3.578876035,1.009696571,0.979182161,0.003653566,0.085235459,0.156686478,49000.24031,1496814.321,10629211.68,4.323655859,0.905805126,0.874773766,0.372518037,0.52868326,0.547360836,1.615060066,0.853952172,0.718494484,1866233.964,8752698.248,30497970.82,0.620889732,0.38225509,0.286646511,1235607.349,6166979.421,21312800.89,0.641557964,0.832159111,0.958782461,0.202980952,0.731894982,1.061533832,1.073266141,1.480032733,1.853654405,287.7785616,15.48222935,80.91666667
1144,1144,2009,Slow-release fertilizer,32.208324114.547483,Rice,82100,97660,NA,NA,1,1,1,D309,7348,34,4,Fu  et al. (2016),,2016,NA,Henan,China,kg/hm-2,,,,,NA,NA,,114.547483,32.208324,China,Rice,Grains,NA,2009,0.003916436,0.01080203,0.014358826,79073.33152,773815.0803,4915747.834,6.508873431,3.695009378,4.414622355,0.002937337,0.006696301,0.00871589,66288.27017,518223.3001,3251490.227,7.275279561,3.991771699,4.810537817,0.814909397,0.696234863,0.802675068,0.461923495,0.484071134,0.336575257,1167649.693,6534031.466,20950725.07,0.181174167,0.292963107,0.182966106,1513772.373,6668926.415,18622144.81,2.693587642,1.174158489,1.31244755,0.273345607,0.489094999,0.581762,1.13623316,1.288130099,1.418952951,234.3367264,15.53779173,86.66666667
1145,1145,2009,Slow-release fertilizer,32.39710394119.388795,Rice,61500,63220,NA,NA,1,1,1,D309,7516,157,1,Wang  et al. (2016),,2016,NA,Jiangsu,China,kg/hm-2,,,,,NA,NA,,119.388795,32.39710394,China,Rice,Grains,NA,2009,0.003419733,0.013460294,0.027040122,39578.93521,467955.2233,4266704.896,3.730964104,1.793148563,2.0346491,0.000488519,0.007880897,0.020232777,9408.232103,168005.5254,2599474.422,6.208342268,1.099548669,1.656668506,0.070261724,0.163222565,0.26561163,2.774371742,1.969556769,1.405650101,604692.1144,6232785.36,28954679.26,0.926318543,0.82331714,0.707348249,712995.2228,3790470.323,17790331.6,0.248127792,0.2374611,0.324306995,0.50421716,0.521483704,0.606212921,1.270498185,1.252114949,1.294907195,268.0390413,15.59420844,84.75
1146,1146,2009,Slow-release fertilizer,32.57040548120.8453606,Rice,65640,65960,NA,NA,1,1,1,D309,7379,157,1,Wang  et al. (2016),,2016,NA,Jiangsu,China,kg/hm-2,,,,,NA,NA,,120.8453606,32.57040548,China,Rice,Grains,NA,2009,0.002194216,0.002301322,0.011729956,37834.90816,163540.2712,2771173.114,5.558364487,3.665200822,3.046189045,0.002194216,0.002301322,0.011671464,37834.90816,163540.2712,2747598.95,5.558364487,3.665200822,3.035411553,0.810977988,0.810699684,0.804240477,0.563948911,0.524476196,0.497753633,1418780.417,8243949.052,31046366.51,0.186827796,0.186998993,0.184029567,1308167.645,7261611.105,24279910,2.257124711,2.002830535,1.701175241,0.0360642,0.076512675,0.183112526,1.009655581,1.023155211,1.062267451,259.0187446,15.00656168,84.83333333
1147,1147,2009,Slow-release fertilizer,40.96347761122.7452525,Rice,78540,85290,NA,NA,1,1,1,D309,7245,157,5,Wang  et al. (2016),,2016,NA,Liaoning,China,kg/hm-2,,,,,NA,NA,,122.7452525,40.96347761,China,Rice,Grains,NA,2009,0.001676918,0.01209576,0.007466934,37605.34464,660979.7322,1555561.575,7.215309316,2.813127676,2.681134026,0.000584593,0.010942232,0.006766268,12735.99505,539911.8346,1275065.899,7.009648985,2.540103282,2.425252965,0.953056765,0.823934578,0.831473634,0.159944391,0.305201551,0.278651048,473773.1857,4884780.09,18002612.78,0.045266317,0.163969662,0.161059432,399659.1995,3520547.105,13305995.94,2.840743101,1.105302387,1.063248663,0.3885583,0.51676581,0.525386858,1.282087438,1.364860288,1.423928217,247.9598868,9.024812569,56.5
1148,1148,2009,Slow-release fertilizer,40.98140678122.7260144,Rice,69200,75205,NA,NA,2,2,2,D309,7243,157,3,Wang  et al. (2016),,2016,NA,Liaoning,China,kg/hm-2,,,,,NA,NA,,122.7260144,40.98140678,China,Rice,Grains,NA,2009,0.013104912,0.007637922,0.010523287,68712.13236,407052.459,2533858.956,1.686997522,2.743518407,3.098866331,0.01266811,0.007160884,0.007879176,63460.84538,363352.4777,1478490.324,1.611792656,2.61212636,2.414957643,0.749833717,0.749998463,0.828887641,0.52364263,0.390264051,0.284732054,1220351.174,5685729.697,18338347.4,0.237061371,0.242363615,0.160589071,1147838.948,4826618.538,13482546.03,1.557884664,1.025199222,1.080507424,0.561313833,0.450701714,0.522366118,1.451094645,1.316306119,1.394786756,247.9598868,9.024812569,56.5
1149,1149,2009,Slow-release fertilizer,41.80908314123.6283017,Rice,76100,90740,NA,NA,3,3,3,D309,7247,157,1,Wang  et al. (2016),,2016,NA,Liaoning,China,kg/hm-2,,,,,NA,NA,,123.6283017,41.80908314,China,Rice,Grains,NA,2009,0.051589239,0.102661164,0.137915092,308017.1252,2926872.938,8583270.508,1.920647336,1.467394302,0.800809587,0.045767389,0.096549306,0.131804026,240416.1796,2541966.85,6786323.088,1.689816082,1.355095394,0.662512555,0.535686544,0.584528723,0.598447605,0.995473956,0.731977856,0.649801452,1657710.743,8312940.236,30221676.64,0.412724217,0.312810113,0.263637303,1033709.123,4520486.101,18221014.82,0.805694288,0.743795411,0.889311601,0.961206916,1.141375315,1.293892993,2.112425354,2.525250133,2.790852134,244.0210458,7.903853963,56.75
1150,1150,2009,Slow-release fertilizer,42.96816384126.7545706,Rice,56200,67430,NA,NA,1,1,1,D309,7242,157,2,Wang  et al. (2016),,2016,NA,Jilin,China,kg/hm-2,,,,,NA,NA,,126.7545706,42.96816384,China,Rice,Grains,NA,2009,0.109112738,0.160441245,0.247563915,325242.8019,2168493.897,7728944.602,0.958620233,0.69546251,0.401609141,0.109112738,0.160441245,0.247563915,325242.8019,2168493.897,7728944.602,0.958620233,0.69546251,0.401609141,0.141522273,0.291946407,0.511578488,2.565463619,1.313981198,0.650967033,1128954.15,7455224.802,25888121.09,0.74936499,0.547612348,0.240857597,901127.817,4194937.671,12486484.72,0.38672954,0.394170232,0.666884433,1.565521584,1.608206951,1.32872047,3.91186878,3.679254054,2.815664553,262.20274,4.674124956,61.41666667
1151,1151,2009,Slow-release fertilizer,43.933583124.92037,Rice,71600,81335,NA,NA,2,2,2,D309,7239,106,1,Miao et al. (2016),,2016,NA,Jilin,China,kg/hm-2,,,,,NA,NA,,124.92037,43.933583,China,Rice,Grains,NA,2009,0.010963144,0.008843639,0.009787736,196158.1512,1023261.077,3587920.039,5.752907251,5.952355514,4.714472637,0.002500016,0.002012268,0.003383032,41651.48327,212905.4728,1051753.828,5.356779587,5.442951818,3.998347715,0.953628697,0.952547537,0.952763292,0.095181451,0.089211515,0.089718625,282303.0039,1651863.426,6646530.891,0.035408159,0.038608824,0.037448972,394685.8459,1756050.569,6455718.011,3.583969771,2.339827723,2.217058995,0.096915454,0.079913836,0.151024947,1.031342499,1.0249649,1.054741023,229.5885452,4.992583136,46.25
1152,1152,2009,Slow-release fertilizer,44.316648125.752126,Rice,66340,75210,NA,NA,1,1,1,D309,7237,157,1,Wang  et al. (2016),,2016,NA,Jilin,China,kg/hm-2,,,,,NA,NA,,125.752126,44.316648,China,Rice,Grains,NA,2009,0.11564625,0.020068322,0.010722246,600308.9202,675427.3744,1864393.552,1.668862172,1.731259088,2.236070176,0.11564625,0.020068322,0.010722246,600308.9202,675427.3744,1864393.552,1.668862172,1.731259088,2.236070176,0.792208274,0.907196519,0.930484574,0.281184611,0.144929747,0.123576222,692873.0914,2556021.176,8941502.253,0.092145476,0.072735159,0.05879318,364740.9387,1854212.138,6251212.02,1.272587702,1.311322416,1.367322248,0.818361119,0.716381964,0.693468629,1.548324549,1.745751382,1.785413057,231.7952366,4.583729168,48.66666667
1153,1153,2009,Slow-release fertilizer,47.13973083127.1914915,Rice,87010,88220,NA,NA,1,1,1,D309,7468,31,4,Feng  et al. (2016),,2016,NA,Heilongjiang,China,kg/hm-2,,,,,NA,NA,,127.1914915,47.13973083,China,Rice,Grains,NA,2009,0.042988192,0.069077243,0.057308155,139783.8886,1317284.493,6672820.56,1.044714059,0.980283493,1.49637171,0.042988192,0.068258587,0.056861741,139783.8886,1230617.407,6493411.276,1.044714059,0.926771918,1.46757136,0.914899532,0.90620818,0.917156575,0.158455017,0.135430269,0.140772046,451221.6183,2387462.799,10046468.77,0.042112276,0.024714577,0.025535271,393580.0448,1253132.91,4324293.918,3.002713244,2.606459927,2.17631226,0.235594754,0.595170141,0.781971987,1.11232284,1.360205071,1.665175173,256.0952442,2.389479041,45.08333333
1154,1154,2009,Slow-release fertilizer,47.14040223127.1909523,Rice,79580,84782.5,NA,NA,4,4,4,D309,7217,47,1,Guo et al. (2016),,2016,NA,Heilongjiang,China,kg/hm-2,,,,,NA,NA,,127.1909523,47.14040223,China,Rice,Grains,NA,2009,0.043184838,0.06816191,0.05656996,139331.406,1260525.423,6570523.396,1.036590049,0.950641779,1.492658634,0.043184838,0.067374664,0.056135772,139331.406,1180647.232,6396732.694,1.036590049,0.90080456,1.464417508,0.914702905,0.906732736,0.917902722,0.158834468,0.135908484,0.139813392,452205.1452,2397280.361,9986171.556,0.042112257,0.025105354,0.025527318,394480.2876,1284093.815,4337429.115,3.009581405,2.629283649,2.183602648,0.234563194,0.594968689,0.771881728,1.112300756,1.36426016,1.647871607,256.0952442,2.389479041,45.08333333
1155,1155,2009,Straw return,26.76674111.880801,Rice,58535,59080,NA,NA,6,6,6,D309,7584,91,1,Liu  et al. (2016),,2016,NA,Hunan,China,kg/hm-2,,,,,NA,NA,,111.880801,26.76674,China,Rice,Grains,NA,2009,0.048468177,0.268974479,0.370851257,150331.7164,2037213.498,8563437.206,1.001000034,0.391095268,0.29808806,0.048468177,0.268974479,0.370851257,150331.7164,2037213.498,8563437.206,1.001000034,0.391095268,0.29808806,0.761874022,0.614464029,0.546820353,0.518877322,0.442525331,0.381581743,1224919.917,5265959.432,16163523.53,0.189657802,0.116561492,0.08232839,1172266.153,4817945.265,14721357.44,1.994783066,2.134341236,2.3083117,0.754103189,1.187863116,1.249169445,1.692288703,2.655446304,2.946285165,390.1962574,17.85814591,115.8333333
