"","DatasetID","Source","Country","SiteRegion","Latitude","Longitude","Croptype","Treatment","QualityOfDataPoint","Coordinate_format","ControlTreatm","Yield_mean","Yield_median","Yield_se","ObjectID"
"3987","D973","Bezdicek et al., 2003","USA","Genesee",37.083333,-95.7,"Upland Arable Land","Straw addition",NA,"Degr-Min-Sec","Control",4.065e-06,4.065e-06,1.485e-06,4105
"3988","D973","Bezdicek et al., 2003","USA","Genesee",37.083333,-95.7,"Upland Arable Land","Straw addition",NA,"Degr-Min-Sec","Treatment",3.95e-06,3.95e-06,1.4e-06,4106
"3989","D973","Bezdicek et al., 2003","USA","Pullman",37.083333,-95.7,"Upland Arable Land","Straw addition",NA,"Degr-Min-Sec","Control",4.885e-06,4.885e-06,2.915e-06,4107
"3990","D973","Bezdicek et al., 2003","USA","Pullman",37.083333,-95.7,"Upland Arable Land","Straw addition",NA,"Degr-Min-Sec","Treatment",4.975e-06,4.975e-06,3.015e-06,4108
"3991","D973","Cai et al., 2015","China","Linhai",44.85,130.4,"Rice Paddy","Straw addition",NA,"Degr-Min-Sec","Control",6.51e-06,6.51e-06,0,4109
"3992","D973","Cai et al., 2015","China","Linhai",44.85,130.4,"Rice Paddy","Straw addition",NA,"Degr-Min-Sec","Treatment",6.8825e-06,6.89e-06,8.82586161988354e-08,4110
"3993","D973","Caires et al., 2005","Brazil","Ponta Grossa",-25.166667,-50.083333,"Upland Arable Land","Straw addition",NA,"Degr-Min-Sec","Control",3.87833333333333e-06,3.235e-06,4.40637975436554e-07,4111
"3994","D973","Caires et al., 2005","Brazil","Ponta Grossa",-25.166667,-50.083333,"Upland Arable Land","Straw addition",NA,"Degr-Min-Sec","Treatment",4.02805555555556e-06,3.215e-06,4.4979886500461e-07,4112
"3995","D973","Caires et al., 2006a","Brazil","Ponta Grossa",-25.166667,-50.083333,"Upland Arable Land","Straw addition",NA,"Degr-Min-Sec","Control",3.7e-07,3.7e-07,0,4113
"3996","D973","Caires et al., 2006a","Brazil","Ponta Grossa",-25.166667,-50.083333,"Upland Arable Land","Straw addition",NA,"Degr-Min-Sec","Treatment",3.09666666666667e-06,3.25e-06,3.66075280661111e-07,4114
"3997","D973","Caires et al., 2006b","Brazil","Ponta Grossa",-25.166667,-50.083333,"Upland Arable Land","Straw addition",NA,"Degr-Min-Sec","Control",3.68285714285714e-06,3.28e-06,4.71831862131468e-07,4115
"3998","D973","Caires et al., 2006b","Brazil","Ponta Grossa",-25.166667,-50.083333,"Upland Arable Land","Straw addition",NA,"Degr-Min-Sec","Treatment",3.96095238095238e-06,3.46e-06,5.4267762278131e-07,4116
"3999","D973","Caires et al., 2008","Brazil","Ponta Grossa",-25.166667,-50.083333,"Upland Arable Land","Straw addition",NA,"Degr-Min-Sec","Control",4.505e-06,3.72e-06,8.85695669054455e-07,4117
"4000","D973","Caires et al., 2008","Brazil","Ponta Grossa",-25.166667,-50.083333,"Upland Arable Land","Straw addition",NA,"Degr-Min-Sec","Treatment",5.0975e-06,3.775e-06,7.83131945421328e-07,4118
"4001","D973","Caires et al., 2015","Brazil","Ponta Grossa",-25.166667,-50.083333,"Upland Arable Land","Straw addition",NA,"Degr-Min-Sec","Control",2.98576388888889e-06,2.925e-06,1.81985498428096e-07,4119
"4002","D973","Caires et al., 2015","Brazil","Ponta Grossa",-25.166667,-50.083333,"Upland Arable Land","Straw addition",NA,"Degr-Min-Sec","Treatment",4.35875e-06,3.88e-06,2.01186188950236e-07,4120
"4003","D973","Campanhola Bortoluzzi et al., 2013","Brazil","Brazil",-28.266389,-54.230833,"Upland Arable Land","Straw addition",NA,"Degr-Min-Sec","Control",3.75333333333333e-06,4.43e-06,3.74842886477099e-07,4121
"4004","D973","Campanhola Bortoluzzi et al., 2013","Brazil","Brazil",-28.266389,-54.230833,"Upland Arable Land","Straw addition",NA,"Degr-Min-Sec","Treatment",4.11944444444444e-06,4.965e-06,3.27560274573362e-07,4122
"4005","D973","Castro and Crusciol, 2013","Brazil","Botucatu",-22.85,-48.383334,"Upland Arable Land","Straw addition",NA,"Degr-Min-Sec","Control",2.49e-06,2.49e-06,0,4123
"4006","D973","Castro and Crusciol, 2013","Brazil","Botucatu",-22.85,-48.383334,"Upland Arable Land","Straw addition",NA,"Degr-Min-Sec","Treatment",3.635e-06,3.635e-06,7.49999999999999e-08,4124
"4007","D973","Cho et al., 2019","South Korea","Jinju",35.14972222,128.0963889,"Upland Arable Land","Straw addition",NA,"Degr-Min-Sec","Control",4.245e-06,4.245e-06,6.7082039324993e-09,4125
"4008","D973","Cho et al., 2019","South Korea","Jinju",35.14972222,128.0963889,"Upland Arable Land","Straw addition",NA,"Degr-Min-Sec","Treatment",4.80833333333333e-06,4.805e-06,7.2728566907677e-08,4126
"4009","D973","Coventry et al., 1987","Australia","Lilliput",-36,146,"Upland Arable Land","Straw addition",NA,"Degr-Min-Sec","Control",1.581e-06,1.725e-06,1.1194194924156e-07,4127
"4010","D973","Coventry et al., 1987","Australia","Lilliput",-36,146,"Upland Arable Land","Straw addition",NA,"Degr-Min-Sec","Treatment",2.23625e-06,2.3e-06,1.60797965089497e-07,4128
"4011","D973","Crusciol et al., 2019","Brazil","Botucatu",-22.85,-48.383334,"Upland Arable Land","Straw addition",NA,"Degr-Min-Sec","Control",4.3e-06,4.3e-06,9.83869910099907e-07,4129
"4012","D973","Crusciol et al., 2019","Brazil","Botucatu",-22.85,-48.383334,"Upland Arable Land","Straw addition",NA,"Degr-Min-Sec","Treatment",5.95e-06,4.85e-06,1.47258276507638e-06,4130
"4013","D973","Ernani et al., 1998","Brazil","Lages",-25.166667,-50.083333,"Upland Arable Land","Straw addition",NA,"Degr-Min-Sec","Control",6.575e-06,6.67e-06,2.26792857030375e-07,4131
"4014","D973","Ernani et al., 1998","Brazil","Lages",-25.166667,-50.083333,"Upland Arable Land","Straw addition",NA,"Degr-Min-Sec","Treatment",7.84625e-06,8.08e-06,2.54744766056799e-07,4132
"4015","D973","Fageria et al., 2002","Brazil","Capivara",-15.816667,-49.833333,"Upland Arable Land","Straw addition",NA,"Degr-Min-Sec","Control",2.58666666666667e-06,2.82e-06,2.41587343303503e-07,4133
"4016","D973","Fageria et al., 2002","Brazil","Capivara",-15.816667,-49.833333,"Upland Arable Land","Straw addition",NA,"Degr-Min-Sec","Treatment",3.415e-06,3.76e-06,3.08196365974682e-07,4134
"4017","D973","Farhoodi et al., 2008","Australia","Marrabel",-34.133333,138.883333,"Upland Arable Land","Straw addition",NA,"Degr-Min-Sec","Control",1.81166666666667e-06,1.74e-06,1.00746397460689e-07,4135
"4018","D973","Farhoodi et al., 2008","Australia","Marrabel",-34.133333,138.883333,"Upland Arable Land","Straw addition",NA,"Degr-Min-Sec","Treatment",2.24722222222222e-06,2.15e-06,8.0133897568874e-08,4136
"4019","D973","Farhoodi et al., 2008","Australia","North Kapunda",34.383333,-139,"Upland Arable Land","Straw addition",NA,"Degr-Min-Sec","Control",2.23e-06,2.29e-06,7.65397500213669e-08,4137
"4020","D973","Farhoodi et al., 2008","Australia","North Kapunda",34.383333,-139,"Upland Arable Land","Straw addition",NA,"Degr-Min-Sec","Treatment",2.21444444444444e-06,2.33e-06,7.8015509695742e-08,4138
"4021","D973","Farhoodi et al., 2008","Australia","North Kapunda",34.133333,-138.883333,"Upland Arable Land","Straw addition",NA,"Degr-Min-Sec","Control",2.32166666666667e-06,2.305e-06,5.8601623926282e-08,4139
"4022","D973","Farhoodi et al., 2008","Australia","North Kapunda",34.133333,-138.883333,"Upland Arable Land","Straw addition",NA,"Degr-Min-Sec","Treatment",2.79333333333333e-06,2.755e-06,1.2151010609144e-07,4140
"4023","D973","Farhoodi et al., 2008","Australia","South Kapunda",34.383333,-139,"Upland Arable Land","Straw addition",NA,"Degr-Min-Sec","Control",1.61e-06,1.5e-06,2.6269437248128e-07,4141
"4024","D973","Farhoodi et al., 2008","Australia","South Kapunda",34.383333,-139,"Upland Arable Land","Straw addition",NA,"Degr-Min-Sec","Treatment",2.45444444444444e-06,2.03e-06,2.96681231436065e-07,4142
"4025","D973","Fekadu et al., 2018","Ethiopia","Amhara",22.85,48.38333333,"Upland Arable Land","Straw addition",NA,"Weird","Control",9.9e-07,9.9e-07,0,4143
"4026","D973","Fekadu et al., 2018","Ethiopia","Amhara",22.85,48.38333333,"Upland Arable Land","Straw addition",NA,"Weird","Treatment",1.47666666666667e-06,1.4e-06,7.5129517797231e-08,4144
"4027","D973","Fekadu et al., 2018","Ethiopia","Amhara",23.5,85.01666667,"Upland Arable Land","Straw addition",NA,"Weird","Control",9.9e-07,9.9e-07,0,4145
"4028","D973","Fekadu et al., 2018","Ethiopia","Amhara",23.5,85.01666667,"Upland Arable Land","Straw addition",NA,"Weird","Treatment",1.455e-06,1.455e-06,5.00000000000006e-09,4146
"4029","D973","Fekadu et al., 2018","Ethiopia","Amhara",31.48333333,117.2,"Upland Arable Land","Straw addition",NA,"Weird","Control",9.9e-07,9.9e-07,0,4147
"4030","D973","Fekadu et al., 2018","Ethiopia","Amhara",31.48333333,117.2,"Upland Arable Land","Straw addition",NA,"Weird","Treatment",1.47e-06,1.42e-06,6.04152298679729e-08,4148
"4031","D973","Fekadu et al., 2018","Ethiopia","Amhara",36,146,"Upland Arable Land","Straw addition",NA,"Weird","Control",9.9e-07,9.9e-07,0,4149
"4032","D973","Fekadu et al., 2018","Ethiopia","Amhara",36,146,"Upland Arable Land","Straw addition",NA,"Weird","Treatment",1.475e-06,1.475e-06,5.5e-08,4150
"4033","D973","Garbuio et al., 2011","Brazil","Ponta Grossa",-51.15,-10.45,"Upland Arable Land","Straw addition",NA,"Degr-Min-Sec","Control",3.11333333333333e-06,3.75e-06,9.7980156721201e-07,4151
"4034","D973","Garbuio et al., 2011","Brazil","Ponta Grossa",-51.15,-10.45,"Upland Arable Land","Straw addition",NA,"Degr-Min-Sec","Treatment",3.43333333333333e-06,4.11e-06,1.21156005950088e-06,4152
"4035","D973","Haque et al. 2012","Bangladesh","Mymensingh",26.01666667,119.05,"Rice Paddy","Straw addition",NA,"Degr-Min-Sec","Control",5.49e-06,5.49e-06,NA,4153
"4036","D973","Haque et al. 2012","Bangladesh","Mymensingh",26.01666667,119.05,"Rice Paddy","Straw addition",NA,"Degr-Min-Sec","Treatment",5.86e-06,5.86e-06,NA,4154
"4037","D973","Haque et al. 2013","Bangladesh","Mymensingh",26.01666667,119.05,"Rice Paddy","Straw addition",NA,"Degr-Min-Sec","Control",5.45e-06,5.45e-06,NA,4155
"4038","D973","Haque et al. 2013","Bangladesh","Mymensingh",26.01666667,119.05,"Rice Paddy","Straw addition",NA,"Degr-Min-Sec","Treatment",5.93e-06,5.93e-06,NA,4156
"4039","D973","Haque et al., 2018","Bangladesh","Mymensingh",25.25,90.83333333,"Rice Paddy","Straw addition",NA,"Degr-Min-Sec","Control",6.01e-06,6.01e-06,NA,4157
"4040","D973","Haque et al., 2018","Bangladesh","Mymensingh",25.25,90.83333333,"Rice Paddy","Straw addition",NA,"Degr-Min-Sec","Treatment",6.56e-06,6.56e-06,NA,4158
"4041","D973","Haque et al., 2018","Bangladesh","Mymensingh",26.01666667,119.05,"Rice Paddy","Straw addition",NA,"Degr-Min-Sec","Control",5.84e-06,5.84e-06,1.2e-07,4159
"4042","D973","Haque et al., 2018","Bangladesh","Mymensingh",26.01666667,119.05,"Rice Paddy","Straw addition",NA,"Degr-Min-Sec","Treatment",6.315e-06,6.315e-06,1.85e-07,4160
"4043","D973","Hayes et al., 2016","Australia","Gerogery",-35.9,146.933333,"Grassland","Straw addition",NA,"Degr-Min-Sec","Control",2.8075e-06,1.97e-06,5.17295026785337e-07,4161
"4044","D973","Hayes et al., 2016","Australia","Gerogery",-35.9,146.933333,"Grassland","Straw addition",NA,"Degr-Min-Sec","Treatment",3.9725e-06,2.41e-06,7.37340839203889e-07,4162
"4045","D973","Higgins et al., 2012","UK","Hillsborough",27.983333,-82.3,"Grassland","Straw addition",NA,"Degr-Min-Sec","Control",5.2875e-06,5.355e-06,1.4033037317831e-07,4163
"4046","D973","Higgins et al., 2012","UK","Hillsborough",27.983333,-82.3,"Grassland","Straw addition",NA,"Degr-Min-Sec","Treatment",4.89583333333333e-06,5.205e-06,2.38376638362847e-07,4164
"4047","D973","Holland et al., 2019","UK","Rothamsted",51.8,-0.366667,"Upland Arable Land","Straw addition",NA,"Degr-Min-Sec","Control",4.44875e-06,1.68e-06,8.63720954037623e-07,4165
"4048","D973","Holland et al., 2019","UK","Rothamsted",51.8,-0.366667,"Upland Arable Land","Straw addition",NA,"Degr-Min-Sec","Treatment",6.965e-06,3.55e-06,1.0492881743956e-06,4166
"4049","D973","Holland et al., 2019","UK","Woburn",52,-0.6,"Upland Arable Land","Straw addition",NA,"Degr-Min-Sec","Control",5.55615384615385e-06,2.29e-06,1.00530307540507e-06,4167
"4050","D973","Holland et al., 2019","UK","Woburn",52,-0.6,"Upland Arable Land","Straw addition",NA,"Degr-Min-Sec","Treatment",7.11038461538462e-06,4.195e-06,1.07220684597533e-06,4168
"4051","D973","Hoon Lee et al., 2012","South Korea","Jinju",25.25,90.83333333,"Rice Paddy","Straw addition",NA,"Degr-Min-Sec","Control",5.32333333333333e-06,5.25e-06,9.40449065311058e-08,4169
"4052","D973","Hoon Lee et al., 2012","South Korea","Jinju",25.25,90.83333333,"Rice Paddy","Straw addition",NA,"Degr-Min-Sec","Treatment",5.76333333333333e-06,5.73e-06,1.05251022692313e-07,4170
"4053","D973","Hou et al., 2015","China","Huangshi",0.590438889,37.42551111,"Rice Paddy","Straw addition",NA,"Degr-Min-Sec","Control",4.27e-06,4.27e-06,NA,4171
"4054","D973","Hou et al., 2015","China","Huangshi",0.590438889,37.42551111,"Rice Paddy","Straw addition",NA,"Degr-Min-Sec","Treatment",6.45e-06,6.45e-06,NA,4172
"4055","D973","Hou et al., 2015","China","Huangshi",23.5,115.6666667,"Rice Paddy","Straw addition",NA,"Degr-Min-Sec","Control",4.27e-06,4.27e-06,0,4173
"4056","D973","Hou et al., 2015","China","Huangshi",23.5,115.6666667,"Rice Paddy","Straw addition",NA,"Degr-Min-Sec","Treatment",6.26666666666667e-06,6.28e-06,5.23874454850057e-08,4174
"4057","D973","Hou et al., 2015","China","Huangshi",27.64083333,106.6791667,"Rice Paddy","Straw addition",NA,"Degr-Min-Sec","Control",4.27e-06,4.27e-06,0,4175
"4058","D973","Hou et al., 2015","China","Huangshi",27.64083333,106.6791667,"Rice Paddy","Straw addition",NA,"Degr-Min-Sec","Treatment",6.065e-06,6.065e-06,7.49999999999997e-08,4176
"4059","D973","Hï¿½ï¿½ppi et al.,","Switzerland","Zurich",47.41666667,8.516666667,"Upland Arable Land","Straw addition",NA,"Degr-Min-Sec","Control",7.25e-06,7.25e-06,NA,4177
"4060","D973","Hï¿½ï¿½ppi et al.,","Switzerland","Zurich",47.41666667,8.516666667,"Upland Arable Land","Straw addition",NA,"Degr-Min-Sec","Treatment",7.85e-06,7.85e-06,NA,4178
"4061","D973","Jiang et al, 2018","China","Zengjia",25.25,90.83333333,"Rice Paddy","Straw addition",NA,"Degr-Min-Sec","Control",1.341e-05,1.341e-05,NA,4179
"4062","D973","Jiang et al, 2018","China","Zengjia",25.25,90.83333333,"Rice Paddy","Straw addition",NA,"Degr-Min-Sec","Treatment",1.509e-05,1.509e-05,NA,4180
"4063","D973","Jiang et al, 2018","China","Zengjia",35.13333333,128.0833333,"Rice Paddy","Straw addition",NA,"Degr-Min-Sec","Control",1.33266666666667e-05,1.353e-05,2.97900057812087e-07,4181
"4064","D973","Jiang et al, 2018","China","Zengjia",35.13333333,128.0833333,"Rice Paddy","Straw addition",NA,"Degr-Min-Sec","Treatment",1.61066666666667e-05,1.645e-05,6.32833135808941e-07,4182
"4065","D973","Jin et al., 2018","China","Fujian",-0.590439,37.425511,"Upland Arable Land","Straw addition",NA,"Degr-Min-Sec","Control",2.17e-06,2.17e-06,NA,4183
"4066","D973","Jin et al., 2018","China","Fujian",-0.590439,37.425511,"Upland Arable Land","Straw addition",NA,"Degr-Min-Sec","Treatment",2.33e-06,2.33e-06,NA,4184
"4067","D973","Jin et al., 2018","China","Fujian",22.21666667,107.75,"Upland Arable Land","Straw addition",NA,"Degr-Min-Sec","Control",2.17e-06,2.17e-06,0,4185
"4068","D973","Jin et al., 2018","China","Fujian",22.21666667,107.75,"Upland Arable Land","Straw addition",NA,"Degr-Min-Sec","Treatment",2.345e-06,2.345e-06,3.49999999999999e-08,4186
"4069","D973","Joris et al., 2016","Brazil","Ponta Grossa",-25.166667,-50.083333,"Upland Arable Land","Straw addition",NA,"Degr-Min-Sec","Control",2.05125e-06,1.81e-06,2.87480252945021e-07,4187
"4070","D973","Joris et al., 2016","Brazil","Ponta Grossa",-25.166667,-50.083333,"Upland Arable Land","Straw addition",NA,"Degr-Min-Sec","Treatment",2.476875e-06,2.58e-06,2.5995787920033e-07,4188
"4071","D973","Kamaruzzaman et al., 2013","Bangladesh","Mouza Tiloni",25.16611111,88.47572222,"Upland Arable Land","Straw addition",NA,"Degr-Min-Sec","Control",2.71e-06,2.71e-06,0,4189
"4072","D973","Kamaruzzaman et al., 2013","Bangladesh","Mouza Tiloni",25.16611111,88.47572222,"Upland Arable Land","Straw addition",NA,"Degr-Min-Sec","Treatment",4.162e-06,4.29e-06,2.33032186618072e-07,4190
"4073","D973","Kaushal et al., 2006","Japan","Niigata",6.133333333,106.75,"Rice Paddy","Straw addition",NA,"Degr-Min-Sec","Control",4.6e-06,4.6e-06,0,4191
"4074","D973","Kaushal et al., 2006","Japan","Niigata",6.133333333,106.75,"Rice Paddy","Straw addition",NA,"Degr-Min-Sec","Treatment",5.7e-06,5.4e-06,3.51188458428425e-07,4192
"4075","D973","Kemmitt et al., 2006","UK","Rothamsted",51.833333,-0.416667,"Upland Arable Land","Straw addition",NA,"Degr-Min-Sec","Control",1.05e-06,1.05e-06,0,4193
"4076","D973","Kemmitt et al., 2006","UK","Rothamsted",51.833333,-0.416667,"Upland Arable Land","Straw addition",NA,"Degr-Min-Sec","Treatment",3.41666666666667e-06,3.51e-06,1.08678935912674e-07,4194
"4077","D973","Kemmitt et al., 2006","UK","Woburn",51.833333,-0.416667,"Upland Arable Land","Straw addition",NA,"Degr-Min-Sec","Control",1.74e-06,1.74e-06,0,4195
"4078","D973","Kemmitt et al., 2006","UK","Woburn",51.833333,-0.416667,"Upland Arable Land","Straw addition",NA,"Degr-Min-Sec","Treatment",3.49333333333333e-06,3.54e-06,1.06510302057803e-07,4196
"4079","D973","Li et al., 2008","China","Jixi",23.5,115.6666667,"Upland Arable Land","Straw addition",NA,"Degr-Min-Sec","Control",1.97e-06,1.97e-06,0,4197
"4080","D973","Li et al., 2008","China","Jixi",23.5,115.6666667,"Upland Arable Land","Straw addition",NA,"Degr-Min-Sec","Treatment",2.045e-06,2.045e-06,5.49999999999999e-08,4198
"4081","D973","Li et al., 2008","China","Jixi",24.86666667,102.8166667,"Upland Arable Land","Straw addition",NA,"Degr-Min-Sec","Control",1.97e-06,1.97e-06,0,4199
"4082","D973","Li et al., 2008","China","Jixi",24.86666667,102.8166667,"Upland Arable Land","Straw addition",NA,"Degr-Min-Sec","Treatment",2.135e-06,2.135e-06,2.50000000000002e-08,4200
"4083","D973","Li et al., 2015","China","Zhuzhou",25.569025,99.103075,"Rice Paddy","Straw addition",NA,"Degr-Min-Sec","Control",6.6e-06,6.6e-06,0,4201
